url_length,num_dots,num_hyphens,num_digits,num_special_chars,has_https,has_ip,brand_similarity,NoOfExternalRef,LineOfCode,HasSocialNet,IsResponsive,NoOfiFrame,label
16,1,0,0,0,1,0,0.3333333333333333,5,234,1,1,1,1
20,1,0,0,0,1,0,0.46153846153846156,4,185,1,1,0,1
15,1,0,0,0,1,0,0.36363636363636365,3,3872,1,1,1,1
18,1,0,0,0,1,0,0.5714285714285714,12,122,0,1,0,1
20,1,0,0,0,1,0,0.47058823529411764,0,88,0,1,0,1
18,1,0,0,0,1,0,0.3333333333333333,3,3538,1,1,1,1
19,1,0,0,0,1,0,0.375,0,199,0,1,0,1
21,1,0,0,0,1,0,0.5714285714285714,0,22,1,1,2,1
18,1,0,0,0,1,0,0.46153846153846156,10,3814,1,1,0,1
18,1,0,0,0,1,0,0.4,17,19,1,1,0,1
17,1,0,0,0,1,0,0.46153846153846156,0,282,0,0,0,1
19,1,0,0,0,1,0,0.4,31,1009,1,1,0,1
14,1,0,0,0,1,0,0.2857142857142857,6,16677,1,1,1,1
18,2,0,0,0,1,0,0.4444444444444444,3,1183,0,1,0,1
19,1,0,0,0,1,0,0.375,17,3035,1,1,1,1
18,1,0,0,0,1,0,0.6153846153846154,3,335,0,1,0,1
24,1,0,0,0,1,0,0.38095238095238093,14,3834,0,1,0,1
19,1,0,0,0,1,0,0.42857142857142855,0,1254,0,1,0,1
20,1,0,0,0,1,0,0.375,26,1856,1,1,0,1
17,1,0,0,0,1,0,0.5,18,16558,1,1,0,1
15,1,0,0,0,1,0,0.5,29,1021,1,1,0,1
17,1,0,0,0,1,0,0.4444444444444444,13,120,1,1,0,1
20,1,0,0,0,1,0,0.375,1,336,0,1,0,1
24,1,0,0,0,1,0,0.36363636363636365,0,138,0,1,0,1
13,1,0,0,0,1,0,0.4,20,238,0,1,1,1
21,1,0,0,0,1,0,0.7142857142857143,11,7182,1,1,1,1
24,1,0,0,0,1,0,0.6,2,7,1,1,0,1
19,1,0,0,0,1,0,0.5882352941176471,2,284,0,1,0,1
15,1,0,0,0,1,0,0.3076923076923077,6,57,0,1,0,1
22,1,0,0,0,1,0,0.75,14,5511,1,1,1,1
21,1,0,0,0,1,0,0.4,6,581,1,1,2,1
15,1,0,0,0,1,0,0.46153846153846156,0,730,0,1,0,1
22,1,0,0,0,1,0,0.4,17,10445,0,1,0,1
24,1,0,0,0,1,0,0.375,6,47,1,1,0,1
15,1,0,0,0,1,0,0.2857142857142857,19,1560,0,1,0,1
16,1,0,0,0,1,0,0.5454545454545454,7,92,1,1,1,1
18,1,0,0,0,1,0,0.42857142857142855,0,238,0,1,0,1
14,1,0,0,0,1,0,0.6666666666666666,13,134,1,1,1,1
25,1,0,0,0,1,0,0.4,31,1367,1,1,1,1
14,1,0,0,0,1,0,0.3333333333333333,0,201,0,1,0,1
23,1,0,0,0,1,0,0.4,44,4369,0,1,0,1
