url_length,num_dots,num_hyphens,num_digits,num_special_chars,has_https,has_ip,brand_similarity,NoOfExternalRef,LineOfCode,HasSocialNet,IsResponsive,NoOfiFrame,label
30,1,0,0,0,1,0,0.32,95,2693,1,1,0,1
15,1,0,0,0,1,0,0.4,46,68,1,1,0,1
20,1,0,0,0,1,0,0.47058823529411764,12,2662,1,1,1,1
18,1,0,0,0,1,0,0.42857142857142855,14,15076,1,1,1,1
18,1,0,0,0,1,0,0.3076923076923077,8,238,1,1,1,1
17,1,0,0,0,1,0,0.42857142857142855,3,1459,1,1,1,1
18,1,0,0,0,1,0,0.5454545454545454,105,41483,1,1,2,1
20,1,0,0,0,1,0,0.375,10,2702,1,1,0,1
18,1,0,0,0,1,0,0.3333333333333333,1,54,0,0,0,1
17,1,0,0,0,1,0,0.5714285714285714,94,6,0,1,1,1
16,1,0,0,0,1,0,0.46153846153846156,1,76,0,1,0,1
15,1,0,0,0,1,0,0.5454545454545454,16,163,1,1,0,1
22,1,0,0,0,1,0,0.35294117647058826,27,4447,1,1,0,1
22,1,0,0,0,1,0,0.375,10,20,1,1,0,1
22,1,0,0,0,1,0,0.4,44,404,1,1,1,1
16,1,1,0,0,1,0,0.6,0,14,0,0,0,1
13,1,0,0,0,1,0,0.4444444444444444,0,79,0,1,0,1
20,1,0,0,0,1,0,0.5333333333333333,0,439,0,1,0,1
16,1,0,0,0,1,0,0.4,1,865,0,1,0,1
18,1,0,0,0,1,0,0.4,4,989,1,1,1,1
23,1,0,0,0,1,0,0.42105263157894735,3,1985,1,1,0,1
16,1,0,0,0,1,0,0.3333333333333333,73,1135,1,1,0,1
14,1,0,0,0,1,0,0.36363636363636365,7,116,1,1,0,1
16,1,0,0,0,1,0,0.4,0,35,1,1,0,1
17,1,0,0,0,1,0,0.4,0,277,0,1,0,1
17,1,0,0,0,1,0,0.4444444444444444,17,101,0,1,0,1
20,1,0,0,0,1,0,0.3333333333333333,88,23,1,1,0,1
22,1,0,0,0,1,0,0.42105263157894735,68,1357,1,1,0,1
15,1,0,0,0,1,0,0.2857142857142857,15,147,1,1,0,1
22,1,0,0,0,1,0,0.47058823529411764,7,5,1,1,0,1
19,1,0,0,0,1,0,0.42857142857142855,16,7,1,1,0,1
18,1,0,0,0,1,0,0.375,158,1286,1,1,0,1
17,1,1,0,0,1,0,0.3333333333333333,150,2419,1,1,1,1
19,1,0,0,0,1,0,0.5555555555555556,39,11629,1,1,1,1
16,1,0,0,0,1,0,0.4,67,274,1,1,0,1
19,1,0,0,0,1,0,0.3076923076923077,12,2279,1,1,0,1
16,1,0,0,0,1,0,0.4,86,2881,1,1,1,1
16,1,0,0,0,1,0,0.3076923076923077,25,2588,1,1,1,1
17,1,0,0,0,1,0,0.4,12,757,1,1,0,1
19,1,0,0,0,1,0,0.42857142857142855,2,4618,0,0,0,1
19,1,0,0,0,1,0,0.375,26,532,0,1,0,1
17,1,0,0,0,1,0,0.42857142857142855,0,728,1,1,0,1
22,1,0,0,0,1,0,0.5,69,32,1,1,0,1
19,1,0,0,0,1,0,0.5,4,146,0,1,0,1
22,1,1,0,0,1,0,0.4444444444444444,2,29,0,1,0,1
23,1,0,0,0,1,0,0.3157894736842105,6,131,1,1,2,1
18,1,0,0,0,1,0,0.375,0,29,0,1,0,1
21,1,0,0,0,1,0,0.5,15,1648,1,1,0,1
18,1,0,0,0,1,0,0.2857142857142857,0,110,0,1,1,1
18,1,0,0,0,1,0,0.42857142857142855,17,197,1,1,0,1
17,1,0,0,0,1,0,0.42857142857142855,4,18,1,1,0,1
14,1,0,0,0,1,0,0.3333333333333333,44,2064,1,1,0,1
17,1,0,0,0,1,0,0.6,8,2878,1,1,0,1
19,1,0,0,0,1,0,0.4,10,9647,1,1,1,1
20,1,0,0,0,1,0,0.42857142857142855,4,2659,1,1,0,1
17,1,0,0,0,1,0,0.3333333333333333,13,3772,1,1,0,1
24,1,0,0,0,1,0,0.375,8,1042,1,1,0,1
21,1,0,0,0,1,0,0.6153846153846154,4,1371,1,1,0,1
25,1,0,0,0,1,0,0.47058823529411764,4,21,0,1,0,1
18,2,0,0,0,1,0,0.4444444444444444,38,4629,1,1,3,1
21,1,0,0,0,1,0,0.375,0,4225,1,1,1,1
19,1,0,0,0,1,0,0.42857142857142855,26,3808,1,1,0,1
21,1,0,0,0,1,0,0.47058823529411764,0,493,1,1,1,1
17,1,0,0,0,1,0,0.5,54,856,1,1,1,1
19,1,0,0,0,1,0,0.42857142857142855,20,5750,1,1,0,1
24,1,0,0,0,1,0,0.5,8,281,1,1,1,1
22,1,0,0,0,1,0,0.3157894736842105,27,854,1,1,0,1
17,1,0,0,0,1,0,0.3076923076923077,2,49,0,0,0,1
18,1,0,0,0,1,0,0.4,5,2693,1,1,0,1
20,1,0,0,0,1,0,0.4,12,7214,1,1,0,1
25,1,0,0,0,1,0,0.42105263157894735,27,4204,1,1,0,1
15,1,0,0,0,1,0,0.5714285714285714,7,1040,1,1,1,1
23,1,0,0,0,1,0,0.35294117647058826,57,514,1,1,0,1
19,1,0,0,0,1,0,0.5,9,1678,1,1,0,1
24,1,0,0,0,1,0,0.38095238095238093,26,1863,1,1,2,1
18,1,0,0,0,1,0,0.3333333333333333,32,16453,1,1,1,1
17,1,0,0,0,1,0,0.42857142857142855,32,3840,1,1,0,1
28,1,0,0,0,1,0,0.4,2,72,0,1,0,1
18,1,0,0,0,1,0,0.3333333333333333,7,1029,1,1,0,1
23,1,0,0,0,1,0,0.4444444444444444,36,11447,1,1,0,1
16,1,0,0,0,1,0,0.5714285714285714,20,2551,1,1,4,1
19,1,0,0,0,1,0,0.3076923076923077,2,1019,1,1,0,1
18,1,0,0,0,1,0,0.375,99,4683,1,1,0,1
19,1,0,0,0,1,0,0.46153846153846156,0,12,0,1,1,1
17,1,0,0,0,1,0,0.36363636363636365,35,4676,1,1,1,1
18,1,0,0,0,1,0,0.7272727272727273,5,385,1,1,0,1
27,2,0,0,0,1,0,0.3333333333333333,15,365,1,1,0,1
19,1,0,0,0,1,0,0.4,4,3838,1,1,0,1
17,1,0,0,0,1,0,0.4444444444444444,6,201,1,1,0,1
17,1,0,0,0,1,0,0.4,0,981,1,1,0,1
16,1,0,0,0,1,0,0.4,5,210,1,1,1,1
16,1,0,0,0,1,0,0.5,35,2095,1,1,0,1
20,1,0,0,0,1,0,0.5714285714285714,0,134,0,1,0,1
22,1,0,0,0,1,0,0.5333333333333333,9,2566,0,0,0,1
16,1,0,0,0,1,0,0.4,22,1246,1,1,0,1
19,1,0,0,0,1,0,0.7142857142857143,35,1424,1,1,1,1
20,1,0,0,0,1,0,0.4,10,680,1,1,0,1
21,1,0,0,0,1,0,0.42857142857142855,73,6721,1,1,0,1
30,1,0,0,0,1,0,0.37037037037037035,32,240,1,1,0,1
22,1,0,0,0,1,0,0.47058823529411764,20,36,1,1,1,1
19,1,0,0,0,1,0,0.47058823529411764,29,359,1,1,1,1
16,1,0,0,0,1,0,0.25,16,136,0,1,0,1
15,1,0,0,0,1,0,0.4,0,2299,1,1,0,1
20,1,0,0,0,1,0,0.5333333333333333,1,5803,0,1,0,1
15,1,0,0,0,1,0,0.5454545454545454,0,139,0,1,0,1
15,1,0,0,0,1,0,0.5454545454545454,6,26,1,1,2,1
19,1,0,0,0,1,0,0.5,50,20000,1,1,0,1
22,1,0,0,0,1,0,0.4444444444444444,24,105,1,1,1,1
18,1,0,0,0,1,0,0.4,99,17015,1,1,1,1
23,1,0,2,0,1,0,0.5333333333333333,10,90,0,1,1,1
20,2,0,0,0,1,0,0.4,19,1116,1,1,1,1
14,1,0,0,0,1,0,0.3333333333333333,3,1046,0,1,1,1
16,1,0,0,0,1,0,0.36363636363636365,2,508,1,1,0,1
18,1,0,0,0,1,0,0.35294117647058826,30,2929,1,1,0,1
16,1,0,0,0,1,0,0.2222222222222222,9,931,1,1,0,1
20,1,0,0,0,1,0,0.46153846153846156,12,6009,0,1,1,1
23,1,0,0,0,1,0,0.3157894736842105,51,7372,1,1,2,1
17,1,0,0,0,1,0,0.3333333333333333,19,298,1,1,2,1
23,1,0,0,0,1,0,0.35294117647058826,14,24,1,1,0,1
30,1,0,0,0,1,0,0.32,36,617,1,1,0,1
19,1,0,0,0,1,0,0.4,92,112,1,1,1,1
22,1,0,0,0,1,0,0.4,30,2685,1,1,1,1
